project_id,project_type,state,district,land_area_acres,affected_families,villages_affected,legal_disputes,ownership_conflicts,pending_court_cases,documentation_completion_pct,missing_documents,compensation_completion_pct,compensation_pending_cases,average_compensation_delay_days,rehabilitation_completion_pct,resettlement_completion_pct,affected_families_rehabilitated,pending_approvals,approval_delay_days,stakeholder_response_delay_days,current_stage,days_in_current_stage,possession_completion_pct,historical_delay_rate,days_remaining_to_target,previous_stage_delay_days,delay_flag,actual_delay_days
BG-42-000877,Highway,Maharashtra,Pune,23.2,91,4,2,4,2,81.22,4,34.19,34,55,0.0,5.73,0,2,13,85,Award,136,45.94,0.7477,133,71,1,266
BG-42-000878,Metro,Madhya Pradesh,Bhopal,76.85,177,5,0,4,1,81.23,4,44.04,75,33,40.92,48.0,65,3,19,184,Objections,85,43.29,0.472,100,91,0,0
BG-42-000879,Railway,Telangana,Hyderabad,43.64,123,5,1,5,3,61.87,6,34.11,69,76,10.93,3.2,13,2,68,107,Compensation,82,58.86,0.3395,169,70,1,232
BG-42-000880,Power Transmission,Karnataka,Belagavi,31.29,3,4,0,0,0,100.0,2,100.0,0,26,83.19,81.4,2,0,9,0,Compensation,70,98.25,0.4332,361,25,0,0
BG-42-000881,Highway,Maharashtra,Thane,51.44,53,4,0,0,1,86.95,2,62.92,15,37,45.93,52.8,22,1,36,58,Award,73,54.32,0.5681,283,47,0,0
BG-42-000882,Power Transmission,Karnataka,Bengaluru Urban,46.56,147,4,0,6,1,87.55,4,100.0,0,0,79.07,60.3,108,1,0,169,Compensation,69,100.0,0.4909,93,87,1,217
BG-42-000883,Power Transmission,Uttar Pradesh,Varanasi,86.32,180,7,1,3,2,90.96,1,99.85,0,30,100.0,89.01,177,2,38,143,Possession,47,100.0,0.314,107,101,1,185
BG-42-000884,Power Transmission,Telangana,Warangal,52.12,189,7,0,6,2,64.37,7,19.47,138,40,3.77,6.04,7,2,65,124,Award,83,29.61,0.4262,163,71,1,256
BG-42-000885,Irrigation,Karnataka,Bengaluru Urban,55.63,86,2,0,2,0,88.15,2,46.17,32,25,39.71,49.88,31,0,5,156,Survey,19,9.65,0.5258,327,94,0,0
BG-42-000886,Highway,Telangana,Nizamabad,85.29,154,7,4,3,6,88.45,2,11.99,105,88,37.33,15.73,56,2,59,102,Award,196,36.52,0.7566,230,55,1,277
BG-42-000887,Metro,Maharashtra,Pune,192.75,220,8,0,7,2,71.15,6,36.39,85,61,58.9,47.65,114,3,58,183,Award,92,69.28,0.7284,280,85,1,268
BG-42-000888,Power Transmission,Gujarat,Vadodara,277.72,669,9,0,9,2,59.77,7,0.0,455,77,0.0,0.0,0,4,84,316,Survey,114,0.0,0.6748,290,62,1,275
BG-42-000889,Railway,Tamil Nadu,Madurai,96.37,163,7,0,3,0,71.57,4,28.75,87,85,61.98,60.89,98,0,18,103,Survey,6,35.5,0.4693,162,61,0,0
BG-42-000890,Highway,Madhya Pradesh,Jabalpur,102.56,220,3,1,5,3,100.0,3,44.29,79,59,33.43,46.59,73,3,59,229,Compensation,137,44.24,0.5407,295,50,1,331
BG-42-000891,Railway,Uttar Pradesh,Lucknow,73.95,159,6,1,6,4,79.67,4,58.48,45,44,31.26,37.15,46,2,27,146,Objections,133,42.25,0.3508,445,58,1,179
BG-42-000892,Highway,Tamil Nadu,Coimbatore,125.84,279,8,3,2,3,100.0,2,53.44,80,33,65.91,67.56,166,1,55,93,Possession,69,90.14,0.5388,65,44,1,264
BG-42-000893,Irrigation,Karnataka,Belagavi,117.0,291,5,3,8,4,75.75,2,0.0,169,124,10.18,0.0,27,1,52,295,Objections,72,22.69,0.4835,124,107,1,403
BG-42-000894,Metro,Telangana,Karimnagar,247.32,281,7,0,6,1,97.84,4,29.42,149,59,35.97,34.02,92,0,23,194,Survey,175,43.83,0.0454,310,67,0,0
BG-42-000895,Industrial Corridor,Uttar Pradesh,Lucknow,18.9,64,5,2,2,2,68.41,2,87.79,7,6,93.55,98.14,55,3,77,98,Rehabilitation & Resettlement,142,99.94,0.2342,314,53,1,320
BG-42-000896,Irrigation,Tamil Nadu,Coimbatore,70.98,21,3,0,1,1,80.94,4,92.78,1,0,86.44,75.5,18,3,64,25,Possession,78,100.0,0.5469,149,24,0,0
BG-42-000897,Railway,Gujarat,Rajkot,112.32,165,7,0,5,0,100.0,0,9.99,86,102,0.0,0.0,0,2,42,130,Objections,30,0.47,0.739,299,110,1,320
BG-42-000898,Power Transmission,Rajasthan,Jodhpur,83.85,232,7,1,4,0,86.88,2,0.0,184,94,0.0,0.0,0,3,39,125,Survey,82,0.0,0.4928,70,56,1,259
BG-42-000899,Highway,Gujarat,Surat,40.39,87,5,1,0,1,86.75,2,22.02,43,69,41.15,33.74,35,1,42,60,Survey,70,37.88,0.1357,193,29,0,0
BG-42-000900,Highway,Uttar Pradesh,Agra,30.28,79,5,0,2,0,61.76,4,74.84,16,15,52.35,56.07,40,2,53,80,Compensation,48,100.0,0.3319,259,35,0,0
BG-42-000901,Highway,Maharashtra,Thane,163.21,311,7,1,5,2,82.92,2,58.45,78,52,82.46,87.43,231,0,21,192,Award,76,90.34,0.4741,94,59,1,271
BG-42-000902,Railway,Maharashtra,Nagpur,46.73,178,5,1,1,2,64.33,5,3.63,120,62,12.06,3.4,20,2,33,147,Objections,121,14.21,0.4896,217,27,1,219
BG-42-000903,Railway,Maharashtra,Nagpur,21.03,45,3,0,1,1,96.31,0,0.0,35,88,17.7,7.25,7,0,17,43,Notification,66,17.34,0.3327,275,44,1,230
BG-42-000904,Metro,Rajasthan,Kota,169.91,311,6,0,6,1,68.72,5,61.06,72,27,50.52,47.95,141,1,10,271,Award,93,55.23,0.2601,109,68,1,239
BG-42-000905,Highway,Rajasthan,Jodhpur,123.62,235,6,0,6,1,100.0,2,100.0,0,0,100.0,100.0,210,1,6,195,Possession,56,100.0,0.2815,182,60,0,0
BG-42-000906,Highway,Gujarat,Rajkot,78.05,151,4,1,2,1,71.91,4,87.75,12,13,70.98,84.12,107,5,78,120,Compensation,61,98.67,0.1583,260,91,0,0
BG-42-000907,Industrial Corridor,Madhya Pradesh,Bhopal,41.2,116,5,3,4,2,59.85,4,21.27,63,57,63.16,61.32,66,3,67,117,Award,95,37.05,0.3037,355,59,1,295
BG-42-000908,Highway,Karnataka,Bengaluru Urban,78.2,131,2,0,3,0,64.88,4,21.24,86,57,6.37,1.42,8,6,66,236,Survey,91,27.97,0.393,353,52,1,315
BG-42-000909,Power Transmission,Madhya Pradesh,Jabalpur,226.44,481,8,3,11,3,94.2,5,5.32,308,56,0.0,0.0,0,0,41,313,Objections,107,19.08,0.2239,156,137,1,420
BG-42-000910,Irrigation,Madhya Pradesh,Gwalior,23.53,105,4,3,4,2,82.08,3,15.08,50,76,0.0,0.0,0,4,85,94,Objections,160,4.31,0.6614,293,75,1,320
BG-42-000911,Industrial Corridor,Rajasthan,Udaipur,24.5,89,3,2,6,4,86.02,4,72.41,14,15,72.22,68.09,59,3,41,155,Rehabilitation & Resettlement,104,94.53,0.3802,164,83,0,0
BG-42-000912,Industrial Corridor,Rajasthan,Kota,51.82,79,3,0,2,3,78.32,3,40.88,42,51,40.31,44.55,31,2,43,147,Possession,78,65.46,0.6036,225,34,1,214
BG-42-000913,Industrial Corridor,Karnataka,Mysuru,83.82,63,5,2,4,2,100.0,2,88.57,6,21,100.0,99.7,58,1,27,89,Possession,173,100.0,0.5681,286,103,0,0
BG-42-000914,Industrial Corridor,Karnataka,Mysuru,57.57,111,6,3,1,2,87.29,0,63.33,32,54,70.15,67.38,70,2,75,38,Possession,140,100.0,0.6154,7,99,0,0
BG-42-000915,Irrigation,Maharashtra,Nashik,143.2,247,7,2,8,2,51.2,8,67.09,72,63,49.92,40.45,120,7,87,197,Possession,150,100.0,0.516,128,89,1,253
BG-42-000916,Irrigation,Gujarat,Surat,204.6,119,6,0,3,3,96.63,0,90.1,11,35,78.72,80.21,90,0,7,93,Possession,61,94.88,0.2318,211,47,0,0
BG-42-000917,Railway,Uttar Pradesh,Kanpur Nagar,107.02,254,6,1,3,1,76.39,4,33.1,127,57,10.7,7.47,25,3,53,187,Notification,57,0.0,0.3076,287,60,1,279
BG-42-000918,Industrial Corridor,Karnataka,Bengaluru Urban,134.07,250,7,0,1,1,71.74,3,12.19,190,75,12.82,16.32,31,4,58,141,Survey,95,16.74,0.7208,367,21,1,205
BG-42-000919,Power Transmission,Karnataka,Mysuru,106.45,99,6,2,2,1,94.88,0,22.35,47,59,10.37,0.0,9,0,57,85,Objections,92,41.96,0.1673,20,65,0,0
BG-42-000920,Highway,Maharashtra,Thane,86.28,80,4,3,1,2,75.39,3,16.24,47,84,61.13,61.56,45,3,82,71,Compensation,90,69.65,0.5503,115,52,1,326
BG-42-000921,Metro,Gujarat,Vadodara,30.42,92,4,0,2,0,73.25,6,16.29,56,96,16.5,20.6,15,1,26,61,Survey,127,0.0,0.4125,376,48,0,0
BG-42-000922,Industrial Corridor,Gujarat,Ahmedabad,37.62,66,5,2,3,3,75.68,3,94.32,3,3,81.04,79.42,48,3,60,80,Rehabilitation & Resettlement,80,100.0,0.8134,36,46,1,242
BG-42-000923,Industrial Corridor,Gujarat,Surat,29.06,70,5,0,4,3,80.34,4,54.91,22,76,23.32,28.02,16,2,50,65,Compensation,83,35.53,0.5407,193,63,0,0
BG-42-000924,Railway,Maharashtra,Nashik,76.04,80,6,1,6,2,62.38,5,33.06,38,28,34.08,35.4,25,2,16,120,Compensation,81,74.51,0.7171,48,51,1,139
BG-42-000925,Railway,Maharashtra,Nashik,103.11,238,8,1,7,2,65.67,9,15.49,162,81,14.73,7.81,35,2,56,146,Survey,92,32.99,0.4978,436,82,1,309
BG-42-000926,Highway,Maharashtra,Nagpur,26.86,57,4,1,2,2,76.34,6,26.52,23,53,16.46,5.23,9,1,20,125,Objections,119,13.41,0.1679,89,45,1,285
BG-42-000927,Industrial Corridor,Telangana,Karimnagar,90.75,86,5,2,2,2,68.44,6,15.51,50,41,10.54,16.41,8,2,26,58,Survey,65,46.66,0.679,244,59,0,0
BG-42-000928,Irrigation,Gujarat,Vadodara,42.51,46,3,2,2,3,100.0,4,56.36,17,67,52.55,46.0,23,1,38,79,Rehabilitation & Resettlement,73,100.0,0.4912,154,52,0,0
BG-42-000929,Irrigation,Tamil Nadu,Coimbatore,36.4,11,4,3,1,1,56.61,2,43.43,5,67,34.61,31.61,4,5,83,0,Compensation,208,84.29,0.3624,169,77,1,303
BG-42-000930,Railway,Maharashtra,Pune,51.92,77,3,1,1,1,100.0,0,73.97,15,38,100.0,93.75,71,1,44,137,Rehabilitation & Resettlement,101,100.0,0.2689,106,46,0,0
BG-42-000931,Highway,Tamil Nadu,Chennai,34.94,100,4,2,0,1,54.0,8,0.0,61,81,0.0,6.47,0,4,67,69,Objections,139,5.78,0.6264,276,39,1,325
BG-42-000932,Power Transmission,Telangana,Karimnagar,139.12,206,7,1,6,2,65.67,5,41.03,88,71,45.8,25.65,91,5,92,162,Award,126,61.32,0.6921,233,49,1,279
BG-42-000933,Industrial Corridor,Karnataka,Belagavi,74.86,120,7,3,3,1,58.18,3,46.82,53,54,63.08,68.2,70,4,88,99,Award,134,49.51,0.8413,168,87,1,396
BG-42-000934,Metro,Telangana,Nizamabad,164.38,316,5,3,12,7,59.51,9,55.23,110,73,51.53,45.23,160,2,45,338,Rehabilitation & Resettlement,103,93.32,0.4788,48,178,1,415
BG-42-000935,Railway,Uttar Pradesh,Varanasi,60.05,44,5,1,3,2,96.65,0,93.79,2,6,70.23,85.09,31,4,50,72,Rehabilitation & Resettlement,103,100.0,0.1447,137,34,0,0
BG-42-000936,Highway,Karnataka,Kalaburagi,61.9,184,5,1,3,1,89.09,3,0.0,134,107,17.07,22.4,29,2,53,150,Survey,74,31.17,0.4997,438,54,1,177
BG-42-000937,Power Transmission,Madhya Pradesh,Gwalior,383.26,868,10,0,17,2,93.44,7,84.29,97,25,100.0,91.55,794,0,17,462,Possession,98,100.0,0.2162,114,123,1,364
BG-42-000938,Industrial Corridor,Rajasthan,Jaipur,23.37,95,4,0,1,0,82.57,3,53.9,26,69,13.24,23.73,11,2,27,94,Survey,48,34.31,0.2965,174,31,1,113
BG-42-000939,Railway,Gujarat,Surat,239.27,490,8,0,10,2,87.99,4,100.0,0,12,89.51,82.4,415,2,47,264,Possession,33,100.0,0.3636,7,73,0,0
BG-42-000940,Irrigation,Maharashtra,Pune,321.7,290,11,3,11,6,63.86,6,0.0,182,120,0.0,2.71,0,1,30,173,Survey,125,0.0,0.2793,166,194,1,440
BG-42-000941,Industrial Corridor,Tamil Nadu,Coimbatore,158.01,359,8,0,6,0,57.78,5,0.0,329,91,0.0,1.61,0,5,69,228,Objections,67,0.0,0.506,45,40,1,292
BG-42-000942,Irrigation,Gujarat,Vadodara,65.73,93,8,1,4,2,78.43,4,64.26,28,55,42.6,58.1,35,2,25,95,Rehabilitation & Resettlement,43,39.74,0.2884,7,36,0,0
BG-42-000943,Metro,Gujarat,Ahmedabad,268.14,392,9,1,7,4,67.27,5,23.72,191,73,17.6,8.02,65,1,22,179,Survey,70,15.32,0.7341,184,77,1,303
BG-42-000944,Metro,Maharashtra,Pune,66.19,144,5,0,5,2,94.35,4,71.99,37,29,41.21,20.08,54,2,39,136,Award,98,58.07,0.5079,77,42,0,0
BG-42-000945,Irrigation,Rajasthan,Jodhpur,48.69,127,3,2,4,1,84.33,3,10.15,96,110,23.77,12.39,29,2,23,159,Award,65,6.88,0.1819,181,50,0,0
BG-42-000946,Irrigation,Madhya Pradesh,Jabalpur,62.76,125,4,0,0,0,98.89,1,60.23,41,38,81.13,79.23,97,0,19,106,Objections,71,100.0,0.6256,276,44,0,0
BG-42-000947,Irrigation,Telangana,Nizamabad,54.26,33,6,0,2,0,75.48,1,77.33,7,0,93.6,83.13,29,2,42,35,Rehabilitation & Resettlement,50,100.0,0.3271,247,19,0,0
BG-42-000948,Power Transmission,Karnataka,Bengaluru Urban,40.15,11,5,0,1,0,98.2,0,82.87,1,26,76.85,63.66,8,0,28,23,Rehabilitation & Resettlement,28,100.0,0.1371,27,25,1,68
BG-42-000949,Metro,Madhya Pradesh,Bhopal,208.1,227,9,2,8,3,61.75,6,56.97,74,74,80.26,75.6,160,0,45,180,Possession,155,100.0,0.466,307,90,1,233
BG-42-000950,Highway,Gujarat,Rajkot,46.12,135,4,1,4,1,70.18,3,23.41,85,73,26.19,31.67,32,3,65,153,Objections,74,26.12,0.6199,379,47,1,247
BG-42-000951,Railway,Maharashtra,Nagpur,83.62,237,5,0,6,1,75.58,4,89.49,23,13,90.69,65.49,190,3,58,204,Compensation,47,100.0,0.3651,168,86,0,0
BG-42-000952,Irrigation,Karnataka,Kalaburagi,26.98,80,6,0,2,0,84.13,3,74.83,18,16,49.85,49.23,40,1,0,81,Objections,113,61.9,0.163,193,32,0,0
BG-42-000953,Railway,Madhya Pradesh,Gwalior,87.76,215,5,0,4,1,81.33,1,35.52,114,46,54.06,53.4,103,1,33,188,Objections,10,74.72,0.6312,245,29,0,0
BG-42-000954,Power Transmission,Karnataka,Kalaburagi,33.96,90,6,1,1,0,83.59,1,12.56,71,65,37.31,41.67,30,0,40,48,Survey,61,25.15,0.0943,302,115,1,303
BG-42-000955,Irrigation,Maharashtra,Nagpur,33.3,82,5,0,3,0,98.58,1,100.0,0,1,80.17,69.77,58,2,56,69,Possession,66,100.0,0.4131,196,25,0,0
BG-42-000956,Irrigation,Uttar Pradesh,Agra,78.46,55,5,1,3,1,99.9,0,98.65,1,0,97.68,100.0,49,2,49,65,Possession,41,100.0,0.6187,7,32,0,0
BG-42-000957,Irrigation,Rajasthan,Jodhpur,199.45,253,6,0,5,4,100.0,0,100.0,0,0,100.0,99.47,245,0,29,174,Rehabilitation & Resettlement,42,100.0,0.1259,32,40,1,182
BG-42-000958,Industrial Corridor,Rajasthan,Udaipur,121.79,172,5,0,6,0,66.93,5,46.78,51,46,29.26,30.59,45,0,45,151,Award,27,29.22,0.525,179,62,0,0
BG-42-000959,Metro,Gujarat,Surat,128.68,235,7,0,6,2,78.87,3,77.29,46,38,79.12,72.91,185,1,14,186,Award,26,90.94,0.4999,197,111,0,0
BG-42-000960,Irrigation,Madhya Pradesh,Indore,77.17,133,4,0,0,1,97.28,0,83.01,18,0,41.58,48.6,52,0,30,145,Compensation,40,85.71,0.424,206,15,0,0
BG-42-000961,Highway,Telangana,Nizamabad,65.46,125,7,1,3,0,90.92,1,62.82,39,80,50.66,68.36,60,1,44,127,Compensation,51,54.51,0.5409,100,35,0,0
BG-42-000962,Highway,Maharashtra,Nashik,161.24,324,7,0,6,1,89.63,4,48.73,149,62,38.02,33.45,112,1,7,210,Award,125,78.74,0.562,316,54,1,292
BG-42-000963,Irrigation,Maharashtra,Pune,54.57,115,6,1,6,1,86.33,4,0.0,84,94,0.0,0.1,0,2,49,131,Survey,71,0.0,0.3537,221,83,1,307
BG-42-000964,Industrial Corridor,Maharashtra,Thane,166.93,420,8,1,7,4,81.98,4,0.0,275,118,0.0,2.88,0,3,64,229,Survey,105,1.69,0.599,435,58,1,382
BG-42-000965,Metro,Uttar Pradesh,Kanpur Nagar,230.16,438,10,0,6,1,100.0,4,100.0,0,0,88.29,97.64,340,2,23,201,Possession,48,100.0,0.5767,44,59,0,0
BG-42-000966,Highway,Tamil Nadu,Salem,43.68,114,4,1,6,0,82.9,5,79.6,21,27,59.72,65.85,62,4,47,135,Award,100,86.92,0.5851,307,74,0,0
BG-42-000967,Metro,Madhya Pradesh,Indore,49.13,67,5,0,3,0,90.65,0,72.17,13,0,70.87,73.01,47,3,57,97,Possession,90,96.67,0.3701,102,49,0,0
BG-42-000968,Irrigation,Tamil Nadu,Salem,55.34,74,3,1,3,0,51.67,4,18.82,34,77,25.88,28.61,18,1,30,109,Survey,36,54.77,0.3189,222,38,1,256
BG-42-000969,Industrial Corridor,Maharashtra,Nagpur,26.48,152,4,1,6,0,71.15,2,48.86,54,62,45.8,50.93,69,4,55,203,Compensation,116,46.57,0.4544,24,110,1,351
BG-42-000970,Railway,Madhya Pradesh,Gwalior,58.82,158,6,0,6,5,80.45,6,0.0,94,80,2.72,8.93,4,3,18,162,Survey,176,6.58,0.2917,204,47,1,281
BG-42-000971,Industrial Corridor,Tamil Nadu,Salem,242.54,507,8,1,10,1,64.81,6,0.0,281,86,0.0,6.47,0,2,43,310,Objections,54,0.0,0.3628,69,79,1,300
BG-42-000972,Irrigation,Madhya Pradesh,Bhopal,37.1,103,7,0,1,1,88.68,5,14.43,65,52,16.08,9.67,16,0,1,69,Notification,36,3.34,0.1497,198,15,0,0
BG-42-000973,Irrigation,Telangana,Karimnagar,247.19,408,9,3,10,5,61.02,7,7.09,249,122,9.79,30.19,40,1,20,226,Survey,207,0.0,0.629,195,95,1,449
BG-42-000974,Railway,Madhya Pradesh,Gwalior,60.54,145,4,1,2,6,100.0,1,100.0,0,0,100.0,100.0,138,0,25,123,Possession,23,100.0,0.3874,187,28,0,0
BG-42-000975,Industrial Corridor,Telangana,Nizamabad,464.62,810,11,2,5,3,87.28,4,85.42,90,57,41.85,44.34,324,2,55,254,Objections,93,70.34,0.4014,276,85,0,0
BG-42-000976,Railway,Karnataka,Kalaburagi,49.63,113,3,0,2,0,90.27,4,79.43,18,7,100.0,100.0,113,1,4,131,Compensation,16,74.02,0.4299,198,23,0,0
BG-42-000977,Metro,Gujarat,Rajkot,76.31,192,4,0,2,2,100.0,4,49.89,60,15,59.67,62.42,112,0,0,164,Award,10,67.62,0.1902,70,91,1,174
BG-42-000978,Highway,Uttar Pradesh,Varanasi,41.34,111,3,1,1,0,59.67,4,39.23,54,55,77.7,83.32,80,1,10,152,Award,37,70.19,0.4866,427,20,0,0
BG-42-000979,Metro,Gujarat,Surat,49.39,145,5,1,3,1,87.47,2,40.82,74,54,48.45,41.68,67,3,59,145,Compensation,74,61.81,0.2853,341,74,0,0
BG-42-000980,Industrial Corridor,Gujarat,Rajkot,249.77,458,8,0,5,0,68.16,4,10.98,314,78,15.76,14.39,64,0,23,237,Survey,37,7.42,0.177,361,48,1,214
BG-42-000981,Railway,Rajasthan,Jaipur,125.16,71,8,0,4,0,88.93,5,79.51,14,9,82.13,80.37,53,2,0,79,Possession,56,83.39,0.6199,7,70,0,0
BG-42-000982,Railway,Tamil Nadu,Madurai,195.01,314,7,0,3,1,61.42,5,93.3,16,38,59.56,65.34,167,0,1,160,Rehabilitation & Resettlement,30,97.17,0.4193,109,75,0,0
BG-42-000983,Highway,Madhya Pradesh,Gwalior,29.89,66,3,0,1,1,83.73,1,86.54,8,28,100.0,98.93,60,0,7,81,Rehabilitation & Resettlement,93,100.0,0.2791,80,45,0,0
BG-42-000984,Highway,Gujarat,Rajkot,144.58,165,9,0,0,0,82.23,3,40.04,76,54,49.52,49.42,78,1,83,34,Award,77,52.46,0.3542,70,11,1,205
BG-42-000985,Industrial Corridor,Madhya Pradesh,Indore,39.36,62,1,0,3,3,64.22,5,0.0,54,80,0.0,0.25,0,3,44,232,Survey,50,0.0,0.6081,240,57,1,293
BG-42-000986,Highway,Karnataka,Bengaluru Urban,29.38,97,4,0,4,3,88.56,2,60.46,35,83,72.84,82.01,66,2,22,117,Possession,39,92.38,0.5814,111,78,1,148
BG-42-000987,Highway,Telangana,Warangal,103.65,260,6,2,1,1,87.03,1,39.06,98,58,24.57,1.37,62,7,127,132,Objections,96,12.23,0.1706,248,128,1,306
BG-42-000988,Irrigation,Tamil Nadu,Salem,102.8,129,6,2,10,3,94.4,3,12.55,97,83,24.41,25.96,30,3,36,179,Notification,129,0.0,0.229,120,95,1,347
BG-42-000989,Highway,Uttar Pradesh,Varanasi,89.36,111,6,0,2,0,69.77,5,0.0,98,78,0.0,0.0,0,1,0,70,Objections,35,0.0,0.5799,222,34,0,0
BG-42-000990,Irrigation,Telangana,Hyderabad,152.03,215,7,2,3,1,76.59,2,53.85,62,73,63.15,46.97,127,4,83,93,Rehabilitation & Resettlement,124,64.09,0.5487,236,99,1,318
BG-42-000991,Industrial Corridor,Tamil Nadu,Chennai,172.23,176,8,1,2,2,80.91,1,65.66,44,39,76.1,65.63,118,2,48,77,Compensation,40,100.0,0.4906,59,45,0,0
BG-42-000992,Industrial Corridor,Tamil Nadu,Coimbatore,277.49,462,8,2,9,2,68.1,9,86.01,55,10,84.35,73.77,379,1,19,288,Rehabilitation & Resettlement,84,89.21,0.5434,118,110,1,314
BG-42-000993,Industrial Corridor,Madhya Pradesh,Indore,33.04,73,2,2,6,1,55.48,7,67.82,14,50,80.86,75.57,57,4,80,146,Rehabilitation & Resettlement,105,95.37,0.4603,159,77,1,244
BG-42-000994,Highway,Madhya Pradesh,Bhopal,284.75,525,9,0,4,1,82.58,0,23.0,267,78,44.95,36.33,222,0,3,236,Survey,49,55.48,0.097,144,65,1,200
BG-42-000995,Power Transmission,Tamil Nadu,Coimbatore,386.0,638,9,4,9,3,72.27,7,75.58,96,33,61.82,60.3,368,6,91,302,Possession,128,100.0,0.3957,187,135,1,406
BG-42-000996,Power Transmission,Tamil Nadu,Coimbatore,63.88,62,4,2,1,1,81.96,0,58.58,17,58,44.4,48.71,27,2,70,50,Award,76,78.27,0.2672,71,70,0,0
BG-42-000997,Railway,Karnataka,Bengaluru Urban,22.54,79,5,0,3,1,65.09,3,23.24,46,105,29.64,28.98,23,4,45,67,Compensation,77,59.14,0.3774,7,25,1,153
BG-42-000998,Power Transmission,Maharashtra,Pune,28.31,76,6,5,2,4,58.79,5,0.0,47,138,0.0,0.0,0,4,96,54,Notification,211,0.0,0.3862,495,113,0,0
BG-42-000999,Metro,Rajasthan,Kota,59.18,98,6,2,6,1,89.63,4,81.1,12,51,99.29,98.9,92,2,73,100,Possession,85,100.0,0.3802,37,61,0,0
BG-42-001000,Irrigation,Tamil Nadu,Salem,428.94,833,11,0,12,4,70.07,7,37.74,327,58,20.0,22.99,155,0,25,379,Objections,15,34.59,0.3446,181,111,1,343
BG-42-001001,Power Transmission,Telangana,Karimnagar,86.8,36,6,1,3,1,84.26,1,1.47,32,91,14.17,21.65,4,0,3,65,Notification,64,0.0,0.4251,45,74,1,232
BG-42-001002,Highway,Karnataka,Belagavi,52.26,78,6,0,2,0,74.15,6,48.78,28,67,41.31,32.74,30,0,34,82,Award,31,44.51,0.1519,376,26,0,0
BG-42-001003,Irrigation,Gujarat,Ahmedabad,49.49,123,5,0,4,0,63.07,7,35.65,58,25,8.88,20.55,11,1,15,122,Survey,95,0.0,0.4801,299,40,0,0
BG-42-001004,Irrigation,Rajasthan,Udaipur,29.72,93,6,0,1,2,74.65,2,24.17,42,63,0.0,0.0,0,2,17,62,Survey,40,3.96,0.3033,87,20,0,0
BG-42-001005,Power Transmission,Rajasthan,Udaipur,172.37,423,6,1,5,1,71.04,4,37.79,205,47,49.29,48.44,187,4,64,285,Compensation,154,49.17,0.471,93,88,1,328
BG-42-001006,Highway,Maharashtra,Nashik,79.55,170,6,2,3,3,88.17,1,39.98,64,52,61.5,53.88,94,1,19,135,Award,95,59.84,0.2018,165,46,1,252
BG-42-001007,Power Transmission,Uttar Pradesh,Kanpur Nagar,459.37,879,9,1,15,1,89.49,7,80.22,134,33,100.0,87.42,833,2,22,462,Possession,53,93.43,0.129,7,107,0,0
BG-42-001008,Industrial Corridor,Gujarat,Ahmedabad,141.54,233,7,2,6,0,47.71,7,40.91,106,72,32.22,18.96,68,5,68,167,Objections,92,30.79,0.3612,121,80,1,350
BG-42-001009,Railway,Tamil Nadu,Salem,166.33,247,5,1,2,2,91.08,3,89.73,19,4,100.0,100.0,245,0,62,207,Rehabilitation & Resettlement,112,100.0,0.4675,266,35,0,0
BG-42-001010,Irrigation,Telangana,Karimnagar,70.55,101,4,0,4,3,87.66,0,27.28,53,33,70.16,79.63,64,5,82,124,Award,75,54.98,0.4922,127,79,1,249
BG-42-001011,Industrial Corridor,Rajasthan,Jaipur,35.77,77,3,4,2,3,81.43,3,32.31,32,99,39.18,42.19,30,0,7,111,Compensation,192,60.42,0.5971,188,62,0,0
BG-42-001012,Power Transmission,Tamil Nadu,Madurai,42.57,65,5,1,1,4,77.65,4,93.43,3,20,87.14,76.32,50,2,55,77,Compensation,62,90.51,0.174,187,21,0,0
BG-42-001013,Industrial Corridor,Maharashtra,Nashik,28.63,114,4,0,3,3,71.47,3,89.91,8,9,78.12,75.3,80,3,62,164,Award,81,95.45,0.2765,144,40,1,173
BG-42-001014,Railway,Karnataka,Belagavi,177.38,363,10,1,4,3,85.56,1,69.06,95,17,49.96,36.13,175,3,33,146,Possession,85,68.73,0.5896,9,55,1,212
BG-42-001015,Irrigation,Uttar Pradesh,Lucknow,62.93,113,5,1,4,2,74.0,5,13.63,92,85,9.12,2.28,10,3,44,110,Objections,93,14.08,0.369,278,34,1,272
BG-42-001016,Industrial Corridor,Uttar Pradesh,Agra,183.46,344,8,0,7,2,49.77,5,8.59,263,63,0.0,0.0,0,5,30,227,Survey,68,5.02,0.2124,100,61,1,326
BG-42-001017,Metro,Telangana,Warangal,95.46,71,6,0,2,0,75.64,1,74.87,13,16,54.27,49.04,38,3,38,70,Compensation,109,74.78,0.5246,184,62,1,186
BG-42-001018,Railway,Telangana,Karimnagar,67.74,155,6,1,3,3,86.06,0,77.39,23,44,64.54,59.71,99,0,0,112,Rehabilitation & Resettlement,123,97.41,0.2506,210,57,0,0
BG-42-001019,Highway,Karnataka,Bengaluru Urban,33.59,37,4,1,0,1,70.32,3,0.0,23,100,0.0,0.0,0,2,43,82,Notification,98,0.0,0.1487,307,72,0,0
BG-42-001020,Industrial Corridor,Rajasthan,Kota,109.0,266,7,0,7,2,74.44,3,76.05,39,32,74.87,65.46,191,5,96,210,Award,147,65.59,0.4453,71,56,1,272
